id_pessoa,id_bc,id_emprestimo,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,foi_inadimplente_bc,tempo_primeira_solicitacao_credito_bc,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,possibilidade_inadimplencia,porcentagem_salario_emprestimo
f2sM5Zun-jw2q,9bL3ZEOY-GqKN,FiYCWzMD-NLsm,28.0,90722.0,Hipoteca,7.0,N,5.0,Melhora do lar,B,18000.0,10.99,0.0,0.2
FoPoX1iZ-M3dc,l9qdv7bw-C5Wa,2gqWuWY8-wSdy,40.0,164000.0,Aluguel,11.0,N,17.0,Pagamento de débitos,A,8000.0,,0.0,0.05
Ee3ypadg-D3wP,9PpQbusA-TUTC,YHXt34r8-QtL5,40.0,73100.0,Aluguel,0.0,S,11.0,Médico,D,20000.0,14.54,1.0,0.23
rwjkh8f1-CQkA,UEpU2DrF-w8OF,UqKkPk8s-r09q,36.0,23004.0,Própria,0.0,N,11.0,Empreendimento,B,12000.0,11.48,0.0,0.52
He8cQTuC-NDxY,T5FE6UIJ-6DgT,uF4UA07d-nis8,34.0,51600.0,Aluguel,,S,6.0,Médico,D,1600.0,15.21,1.0,0.03
UHDMD5qa-bIAM,FDRxoygI-x1h3,OQAu6OyI-wGqj,25.0,51996.0,Aluguel,9.0,N,3.0,Empreendimento,B,20000.0,10.99,1.0,0.38
7UmmIANU-iZQZ,eLTYbJr4-KYOp,DQ8f2bxs-Cw37,33.0,42000.0,Aluguel,3.0,N,7.0,Pagamento de débitos,C,12000.0,13.57,0.0,0.29
4PG40NMD-3YMq,ndBikef1-5I8g,DMhSkent-m5I4,23.0,40000.0,Aluguel,4.0,S,2.0,Pessoal,C,3500.0,13.23,0.0,0.09
Jp5QjP3K-Ec88,dHtGCk4m-9bsw,ZrCK6hK9-1UPs,28.0,42682.0,Aluguel,1.0,N,9.0,Pessoal,A,8000.0,6.03,0.0,0.19
qckxq8IC-nRnB,uKixI6ER-naoR,7c5Qa5Fe-Bpvr,24.0,95000.0,Aluguel,0.0,N,4.0,Educativo,A,4000.0,7.9,0.0,0.04
xoC1T2oW-iq2L,9IIuS5tW-rRtb,NyUEM8aM-sDRJ,34.0,65000.0,Hipoteca,4.0,N,6.0,Pagamento de débitos,A,11200.0,7.88,0.0,0.17
BSHgN7yT-2Hgz,cal7A71f-InhJ,CKZWeH36-MP9l,27.0,65000.0,Hipoteca,11.0,N,9.0,Melhora do lar,A,8000.0,7.49,0.0,0.12
f4E5ZMY1-TMs0,5pvoFkSk-NP9r,6GqWSKHz-4st7,25.0,25000.0,Aluguel,5.0,N,4.0,Melhora do lar,B,3450.0,11.99,1.0,0.14
EbN7jMGY-X6LL,JGMnwBZC-pHyT,ykwj2JHe-5Ptu,22.0,65000.0,Aluguel,3.0,N,2.0,Médico,A,14000.0,7.49,0.0,0.22
gtTKlnn1-L6aM,UOibuetE-jWIn,dYs6A3j7-4oE9,32.0,49500.0,Aluguel,2.0,N,7.0,Médico,B,8900.0,,0.0,0.18
EwpEmjsZ-fdqs,XHM4iUmS-0v8R,RTBXqOif-Y39f,24.0,28596.0,Aluguel,5.0,N,4.0,Educativo,B,1500.0,11.46,0.0,0.05
gvLI3Goz-l7Ef,v4kD2LYF-7M1L,PImHUSQo-SurS,24.0,112000.0,Hipoteca,0.0,N,3.0,Educativo,A,3000.0,5.99,0.0,0.03
f3G2PcLD-HhP2,gXZMq6HH-phmO,JgT2YMT1-6o5u,25.0,49029.0,Aluguel,8.0,N,2.0,Médico,B,2000.0,11.99,0.0,0.04
XuNDsBWH-J2jY,xpza7FYn-SBRl,PefGuysE-GEq1,26.0,50049.0,Aluguel,5.0,N,3.0,Pagamento de débitos,C,8000.0,12.99,0.0,0.16
L7kw3UZY-cYMh,YQ0HyMlk-UMnh,pS3iBN15-k8Jp,27.0,34000.0,Aluguel,0.0,S,5.0,Pessoal,D,10000.0,15.37,1.0,0.29
Mt28K5AU-tD5Q,N7CbkanN-nyKP,Uhu4UhBJ-Hjmk,42.0,62000.0,Aluguel,2.0,N,11.0,Pessoal,B,8000.0,9.63,0.0,0.13
uF5TI5MZ-xjSj,vIG3SxtX-BnnL,6xHdAfOg-r30z,22.0,50004.0,Própria,0.0,S,4.0,Empreendimento,C,5000.0,14.26,0.0,0.1
lGhQDB0q-7XW8,waZgmg7t-F8BN,MBZK2wyO-gqhw,24.0,60000.0,Aluguel,,,2.0,Pessoal,B,14000.0,9.99,1.0,0.16
iFewiKtS-B65A,HZ73rp5F-vkIv,8E2xoRiS-kvop,24.0,78000.0,Própria,8.0,N,4.0,Educativo,B,25000.0,12.18,0.0,0.32
Xq6aawSZ-LGjE,6TJXuTrS-wNcv,2lfzC5Ee-QyQe,24.0,56000.0,,,N,6.0,Educativo,C,7200.0,10.59,0.0,0.17
7fN1hndW-vhor,ne6oEmgy-wWXy,0jSvndce-nbHz,24.0,35556.0,Própria,9.0,,4.0,,A,4200.0,13.48,1.0,0.35
v8fMpWhK-rCAG,hZ9bPYFw-ykEd,5zO89F6p-zg8H,30.0,49000.0,Hipoteca,2.0,N,7.0,Pessoal,C,16000.0,13.49,1.0,0.33
wzB2yXDI-jcXA,AItoN9mP-XZw6,d0qioFpF-EukN,22.0,40000.0,Aluguel,0.0,N,4.0,Educativo,A,10000.0,8.0,0.0,0.25
FjyBkjOl-f2iS,EDJTwa2l-iPnp,6M5idIX0-jW9y,34.0,91200.0,Aluguel,5.0,N,7.0,Médico,A,12000.0,6.92,0.0,0.13
5OPdwuEc-hE1W,80coBiee-ZFHj,KOz7e5DM-7d6F,22.0,71000.0,Aluguel,3.0,N,2.0,Médico,A,10000.0,7.29,0.0,0.14
XFQ4Ahdd-dagm,KsARv74Z-ssbT,LqnqBvx2-4AxH,25.0,115200.0,Aluguel,0.0,N,2.0,Melhora do lar,B,24250.0,11.36,0.0,0.21
I8JKYQBG-1Bpz,XSykDhWj-AHaK,SCAJUPxt-sazF,42.0,73100.0,Aluguel,4.0,S,13.0,Médico,D,12000.0,16.77,1.0,0.14
LCNRM0Pu-lqKa,aMiEffZW-avsL,kczr9Hp5-P3tE,29.0,40404.0,Aluguel,4.0,S,3.0,Empreendimento,A,1800.0,,,0.04
tzw6cPtE-h7yO,EeOGrlut-s2yx,IClZQ3ji-MxUp,31.0,39996.0,Hipoteca,3.0,N,7.0,Empreendimento,B,9600.0,11.26,0.0,0.24
4klCPytz-piqF,ZWrjzk3c-sTh9,EjXEJd2c-m5kS,24.0,46000.0,Aluguel,4.0,N,3.0,Pessoal,C,9000.0,13.22,0.0,0.2
cRepwPfT-IMkp,l1X0WhR1-kcIQ,tR0QAMif-Egn2,29.0,28550.0,Aluguel,6.0,N,10.0,Pagamento de débitos,B,4000.0,10.59,0.0,0.14
vFwRFl9q-3ov5,aXaPY7Lt-eJP6,JpsWg1WT-YdwN,41.0,54000.0,Hipoteca,6.0,N,12.0,Empreendimento,C,5000.0,13.23,1.0,0.09
WdNLu2ZJ-kCeG,Sx07ExKU-oYfB,CJ03r1wb-ptiT,28.0,53100.0,Aluguel,4.0,N,9.0,Médico,D,3000.0,,1.0,0.06
RutpJfXb-BhTm,aliuAe40-aCmL,7fOncEkJ-J5DI,25.0,59650.0,Hipoteca,9.0,S,2.0,Pessoal,C,10000.0,13.61,0.0,0.17
8pGmEvEK-M2R1,7AzsW55T-shqa,9bCdL3JU-BhHG,22.0,36000.0,Hipoteca,6.0,N,2.0,Empreendimento,D,1400.0,14.84,0.0,0.04
6jT84FMy-ByZe,05kicsQb-aZOs,69NUTRQ9-YFvq,27.0,30000.0,Aluguel,3.0,N,5.0,Médico,B,2500.0,11.14,0.0,0.08
UMx23TJf-KO2U,9XZJqn2J-2MJh,0M1hBKDx-71SI,25.0,13200.0,Aluguel,0.0,N,3.0,Pagamento de débitos,A,6625.0,8.63,1.0,0.5
t7Zu5OnC-E8p3,Jmc7fGOl-jyMZ,cnA9JyDv-I07y,26.0,28800.0,Hipoteca,2.0,N,2.0,Empreendimento,A,5150.0,6.62,0.0,0.18
lHSFKl57-BUad,1BDh2DhI-zmCd,ZOCjPFBQ-8qO5,21.0,17500.0,Aluguel,0.0,S,4.0,Pagamento de débitos,C,4000.0,13.22,1.0,0.23
26vxEAko-CouY,5crSnxbt-sk09,dMPX36kq-8d55,28.0,120000.0,Hipoteca,0.0,N,5.0,Pessoal,B,20000.0,,0.0,0.17
JWkbG5JN-NFfr,0NLvWi4f-oX5S,Y6jFZffy-R8oc,27.0,36000.0,Hipoteca,6.0,N,9.0,Empreendimento,B,4000.0,11.49,0.0,0.11
qEmLerEv-Tsb8,r9w0v7UH-XyQK,LhQgZKdH-kBzF,23.0,63402.0,Aluguel,3.0,N,4.0,Pagamento de débitos,C,6000.0,13.22,0.0,0.09
5oGJXtHa-katt,LJPKMQsw-ZmOG,8vnvzkco-X2YX,36.0,90000.0,Aluguel,7.0,S,11.0,Pessoal,D,30000.0,15.99,1.0,0.33
MKSps91r-d50Y,S0rH6A2k-3d3O,wgFu5uz2-ON8k,37.0,43000.0,Aluguel,1.0,N,16.0,Médico,A,10000.0,7.9,0.0,0.23
jtOHO2PF-W9qn,KRrzvxZk-elhI,MXDQK75W-4JeR,21.0,45000.0,Aluguel,5.0,S,2.0,Empreendimento,C,4000.0,12.87,0.0,0.09
74Cfa93Z-fxvD,BRpF2Bpp-8uTf,hT4zU4cS-9CoU,23.0,85000.0,,5.0,N,8.0,Educativo,A,1200.0,7.88,,0.03
bNzR2gYH-rUvA,apl9G90E-r0it,gvdcolr8-XxFt,24.0,60140.0,Aluguel,2.0,N,3.0,Empreendimento,A,7000.0,8.59,0.0,0.12
x0qE75yy-Isu0,7Sc2RlQN-xZzv,cidxpJ5i-jMo0,31.0,19200.0,Aluguel,0.0,N,6.0,Médico,A,4075.0,8.32,1.0,0.21
73uBa94g-8MZv,viKxtuR6-XxTo,mMKSNlg2-N6oC,31.0,95000.0,Hipoteca,5.0,N,9.0,Pagamento de débitos,B,15000.0,11.14,0.0,0.16
mIKXx3DF-9ysE,f7tBXTPG-gtuI,QHmXcHT5-aCmv,24.0,144000.0,Hipoteca,8.0,N,3.0,Pessoal,B,14400.0,10.25,0.0,0.1
DR5ypJBZ-HNCB,DxeWzfbQ-U2kp,e8p3cttm-e72S,22.0,39000.0,Aluguel,3.0,S,3.0,Educativo,D,10000.0,,1.0,0.26
7h9n45lP-ZLH9,Njzec5A1-SRXY,nhEUgkwE-ymAU,,40000.0,Hipoteca,6.0,N,2.0,Pagamento de débitos,B,4000.0,11.99,,0.05
0ofPKLao-lgHl,tzOJIkxD-8UEK,jlrj7a4o-1mu7,31.0,90400.0,Hipoteca,9.0,N,6.0,Médico,B,9500.0,10.37,0.0,0.11
741GDBxW-dzFB,24p0tWsD-HgBU,2P34Zruo-7GHa,31.0,121000.0,Hipoteca,15.0,S,9.0,Pagamento de débitos,C,25000.0,12.73,0.0,0.21
IxlwPqf9-x7IK,WzhNhvPJ-CMOX,yztaUdRL-nlkk,33.0,33600.0,Hipoteca,,N,8.0,Pessoal,C,2500.0,14.65,0.0,0.07
C8XTBmsW-09RH,wcJoMp4F-e77L,nQvAjmPZ-T13r,25.0,110000.0,Hipoteca,5.0,N,4.0,Empreendimento,C,1200.0,13.49,0.0,0.01
fcypTnJ1-t7Uq,oggz77MR-JSWK,6bsRcd0c-0Jbq,22.0,49920.0,Hipoteca,1.0,N,3.0,Educativo,C,10000.0,12.53,0.0,0.2
BMRvrQo4-GHht,uZs0janL-fc1G,vY3PcHY3-qPWF,23.0,86000.0,Hipoteca,2.0,N,2.0,Pessoal,A,15000.0,6.03,0.0,0.17
xXnhLp6d-jz2I,ft7gJT4c-HCpK,doKiIHcO-217y,33.0,48000.0,Hipoteca,7.0,N,6.0,Médico,A,13800.0,8.9,0.0,0.29
iRsgQdyO-O3iw,7NuZPymI-PlWi,Sr6OvAAT-wFaS,31.0,26000.0,Hipoteca,1.0,N,9.0,Melhora do lar,C,2400.0,14.27,0.0,0.09
DlwzCduM-i0XU,FK96n9qx-OZaK,yUTlMSge-R45c,28.0,105000.0,Hipoteca,1.0,N,6.0,Pagamento de débitos,A,24000.0,,0.0,0.23
osg8K6gr-bGse,SGXbm3rh-sHCE,ALouUmI3-H24Q,24.0,71000.0,Hipoteca,6.0,N,2.0,Educativo,B,5000.0,10.39,1.0,0.07
YkvixZeh-8lWT,da8AwPzZ-iwHG,8ZGsrna6-cT39,30.0,57000.0,Aluguel,14.0,N,7.0,Pagamento de débitos,A,12000.0,5.42,0.0,0.21
4KUXFG9i-eCnK,YAxRTFQs-uc7g,ILYG9kmT-0YFb,23.0,68000.0,Hipoteca,0.0,N,13.0,Educativo,A,4000.0,,1.0,0.0588
J1rtG68s-XZ9d,YibpqHYE-zzZq,oBvsvGmM-qevJ,26.0,37200.0,Hipoteca,10.0,N,2.0,Pagamento de débitos,C,16000.0,13.11,1.0,0.43
fnHrS5bt-UMHx,bLyxaB5U-J6P7,IdztUkdr-DINT,23.0,40000.0,Aluguel,7.0,S,2.0,Empreendimento,C,1500.0,13.99,0.0,0.04
YHMZpDyT-Z1kG,daR765je-pX8c,qrqRQCyv-5tIs,27.0,12000.0,Aluguel,2.0,N,10.0,Médico,A,5000.0,8.49,1.0,0.42
9pnFTq8x-iDmD,fN9Nhheo-0mfK,pw80Lhst-SYhh,35.0,32900.0,Aluguel,4.0,S,8.0,Melhora do lar,C,4800.0,13.23,1.0,0.15
4A9f476v-cgKc,1rhH46vE-hWpb,OArCjs8Y-SK6b,24.0,135000.0,Aluguel,6.0,N,4.0,Médico,B,14400.0,12.69,0.0,0.11
Ullk6KyT-7daG,buml5IL6-cMjx,b54LUGYJ-ffM7,34.0,82000.0,Aluguel,3.0,N,5.0,Médico,A,6000.0,8.9,0.0,0.07
4Q3rwzJm-bnDX,wpJxonyE-8zuE,jWIkysL1-GoJp,24.0,105508.0,Hipoteca,8.0,N,4.0,Médico,A,3500.0,7.66,0.0,0.03
Q4rC3Eml-b8Bh,75hvh7DM-0Uwo,SuQePsgZ-J1mX,22.0,100000.0,Aluguel,2.0,S,2.0,Educativo,C,8450.0,12.99,0.0,0.08
kqWpmDJC-oCEo,jnZwnaLg-rLgN,mufAiJEb-m2Eu,35.0,30000.0,Aluguel,3.0,N,6.0,Educativo,B,8000.0,,0.0,0.27
Tjl2OeU8-OYLK,rkv5RIzB-Ll7Y,MFAR7060-wOZy,23.0,41000.0,Aluguel,7.0,N,4.0,Educativo,A,4700.0,7.9,0.0,0.11
jg35T4xI-pmAd,2mQ02FqY-Xjzb,11rA9T8u-fOcy,23.0,24000.0,Hipoteca,1.0,N,3.0,Pagamento de débitos,D,2800.0,16.07,1.0,0.12
JoaIHyDZ-z34s,hfThKNFl-5ifq,9mUvy290-sTh4,36.0,65004.0,Aluguel,3.0,N,15.0,Educativo,D,20000.0,15.33,1.0,0.31
YOoHXWM3-p6uB,OcKoQxip-40J5,ZRf2g0Tp-vgDf,27.0,200000.0,Hipoteca,7.0,N,9.0,Pessoal,B,15000.0,9.88,0.0,0.07
42kMJyLi-oZeq,SJLiuw5O-Zkvz,Ld7QaEOW-Qsyx,26.0,44000.0,Hipoteca,3.0,N,3.0,Pagamento de débitos,D,3500.0,16.29,1.0,0.08
JXdLvIY8-Wb6I,kThm3ARC-nQA3,77kvA23P-plZw,26.0,130000.0,Hipoteca,8.0,N,2.0,Pessoal,A,10000.0,6.03,0.0,0.08
eBbfH35b-R4EA,bjcaDUM7-vuk4,xkZiq18b-FMou,29.0,30000.0,Hipoteca,7.0,N,8.0,Pagamento de débitos,C,1500.0,13.16,0.0,0.05
DOeMhhwn-Miea,Yz7fD6M5-xe5p,C9PcZaxH-YdFe,25.0,66000.0,Aluguel,9.0,N,2.0,Educativo,D,25000.0,15.33,1.0,0.38
kHXqGwKm-s6Pm,gnsEicUg-M8n9,uD1Sa0lf-dPKJ,25.0,24996.0,Aluguel,1.0,S,2.0,Pessoal,C,4200.0,14.26,0.0,0.17
SZeR623K-ATOL,lzzGwCN3-uHTR,yG6fWGIF-TPxL,35.0,80000.0,Hipoteca,8.0,N,14.0,,B,10000.0,,0.0,0.13
3oYidF83-UxrL,msCkUzWE-asef,eSApol7j-uxYB,35.0,175.0,Hipoteca,19.0,,2.0,Pessoal,A,3500.0,5.99,0.0,0.05
gTHshpBd-LD42,LinOJsLs-OMtX,kJKfwFRR-eKgM,22.0,74000.0,Hipoteca,0.0,S,2.0,Empreendimento,G,19000.0,20.48,1.0,0.26
gkeWUhu4-iAxK,eapOafXk-E2fA,Yu0Jaqiw-JevK,29.0,30000.0,Hipoteca,2.0,N,10.0,Médico,A,6500.0,8.59,0.0,0.22
ytuB2HPw-ugJg,NTG2Nr9d-K5Hg,K0XnkHty-o4gy,21.0,50700.0,Aluguel,5.0,N,3.0,Empreendimento,B,7950.0,10.99,0.0,0.16
DpZ5MDlj-0PP0,gAIRBila-PM3l,15U8l73b-iEdO,24.0,155000.0,Aluguel,8.0,N,4.0,Educativo,B,18000.0,10.62,0.0,0.12
pDEeNJGy-4S97,Kd7NhYfW-EpOl,pgYWvxgi-auHC,21.0,40000.0,Hipoteca,3.0,N,3.0,Pagamento de débitos,A,6000.0,5.79,0.0,0.15
xZlCcMbD-aYMv,PxqrZeXE-KXwo,EcSSeghH-0c3y,24.0,50000.0,Aluguel,2.0,N,3.0,Melhora do lar,B,7500.0,10.01,0.0,0.15
7LYm2OiS-4zsn,jbMQTJ2B-G2BB,w6eLbLEe-Nz7K,29.0,55000.0,Aluguel,3.0,N,7.0,Educativo,B,14000.0,11.48,0.0,0.25
5SbLK7HT-7OOW,HaJ4Rc60-mAk2,UeCMMNJE-7B2N,25.0,24996.0,Aluguel,3.0,S,3.0,Educativo,C,7500.0,12.98,0.0,0.3
x6IuoGUj-7c8a,5y4Kh32r-nFqQ,SujCNSqj-EpsU,23.0,64000.0,Aluguel,0.0,N,2.0,Pessoal,C,12000.0,13.16,0.0,0.19
Ijshij44-JcSF,lPQWBkF8-ByWS,aoJZ93Xh-iaYs,30.0,150000.0,Hipoteca,8.0,N,9.0,Pessoal,A,5000.0,,0.0,0.03
4duRaDeu-AAXJ,wuOzLWPP-ocOp,AQL8GbKM-PgNv,27.0,55596.0,Hipoteca,5.0,N,9.0,Médico,A,2000.0,7.51,0.0,0.04
edctw1xS-0eAR,pi269Xfv-mHU7,g2eo4QqQ-kDGJ,22.0,65000.0,Hipoteca,6.0,N,4.0,Médico,B,3800.0,11.12,0.0,0.06
pt1YznJl-LwAG,lE4GlPCH-tGfo,uZFskzdy-LFuE,24.0,87000.0,Hipoteca,6.0,N,4.0,Pessoal,B,6000.0,10.65,0.0,0.07
ve0h7v5H-t7iE,c1IzscEM-Ss2I,EXXYECqB-K2RK,29.0,85155.0,Aluguel,13.0,N,6.0,Melhora do lar,D,20000.0,14.61,0.0,0.23
sg8wbwxD-sdbF,vYZHc1Zk-QqTy,4T2DUgCK-vKIr,27.0,60000.0,Aluguel,11.0,N,8.0,Pagamento de débitos,B,1800.0,11.46,0.0,0.03
jUwa5wx2-bq1D,bX8pdsaP-RbpU,pH12eLRo-wvzX,24.0,73000.0,Hipoteca,7.0,N,2.0,Pagamento de débitos,A,14400.0,8.94,0.0,0.2
GoqGZmpk-j0hF,Z9kZnSi5-WrEX,cRHSF8i5-EYDS,28.0,90000.0,Hipoteca,7.0,N,9.0,Pessoal,A,12000.0,8.32,0.0,0.13
2Ot4qMlL-hqX6,EmfG83n5-3UgA,STQ0G9u3-4LrO,27.0,25200.0,Aluguel,3.0,N,5.0,Médico,A,6000.0,7.9,0.0,0.24
wwwtdBl4-v8vb,75Fk9t7Z-w0PZ,6wlYoWpP-k8M5,41.0,43000.0,Própria,3.0,N,11.0,Empreendimento,B,22800.0,12.21,0.0,0.53
r7Iw5cD7-YsfW,7001TToS-GrS4,3OZ1imoh-Gs4G,31.0,124992.0,Hipoteca,15.0,N,5.0,Pagamento de débitos,A,24000.0,8.49,0.0,0.19
ciPiczey-oxF4,AouBouRS-LkSl,076NqaCA-1i3H,49.0,120000.0,Hipoteca,12.0,N,12.0,Médico,B,12000.0,10.99,0.0,0.1
zYjOFUhS-MZlr,ROcPErYA-KWD8,JpAsMZsb-yCDk,21.0,72000.0,Aluguel,3.0,N,4.0,Educativo,A,6000.0,5.42,0.0,0.08
8ptRIOQh-QvWg,GsOMNdCP-tQIg,CSj0smca-6U1W,23.0,138000.0,Aluguel,1.0,N,2.0,Educativo,D,5000.0,14.91,1.0,0.04
0F4ZjR2j-QrzT,DoNkanxA-A7iZ,CKFk54zR-qIAA,24.0,72250.0,Aluguel,5.0,S,4.0,Médico,E,17600.0,17.19,1.0,0.21
SruytbrQ-uGpA,tslg9QKd-nsjq,Aa4rJaht-7K0f,31.0,103000.0,Hipoteca,3.0,N,6.0,Empreendimento,B,15000.0,,0.0,0.15
mh3OgjvM-xZ4I,lkspe9Qr-9ItL,8YxXWZ92-vjeQ,30.0,65136.0,Hipoteca,0.0,S,9.0,Pessoal,C,6250.0,12.87,0.0,0.1
ECDkEtz3-X62Z,mKtP4rRc-Y8oo,jfJgSqDU-Lb89,25.0,15600.0,Própria,0.0,N,2.0,Empreendimento,F,3200.0,18.09,1.0,0.21
gwKlHUhX-Qe24,XkdZqNym-Zk23,GOjOtXoO-IjrJ,22.0,43000.0,Aluguel,2.0,N,2.0,Pagamento de débitos,A,14400.0,7.88,1.0,0.33
TTiBd79q-9Kbj,EN7pYBsL-fEf8,4FtUI4zD-9jC4,23.0,35400.0,Aluguel,4.0,N,2.0,Empreendimento,B,9600.0,11.89,0.0,0.27
27yc21lz-GvUj,1RSei81H-tFTR,7jNREXq9-xMfW,30.0,98000.0,Hipoteca,8.0,N,10.0,Empreendimento,A,3500.0,7.68,0.0,0.04
afs0jobd-ca1k,9uOFTyjf-DqB6,KB1seBiH-lnkH,25.0,49500.0,Aluguel,6.0,N,3.0,Pessoal,C,24750.0,14.22,1.0,0.5
hLz4gmnl-h8yn,Y9S165a6-FKhn,AbB1owte-b5q5,22.0,60000.0,Hipoteca,5.0,N,3.0,Empreendimento,B,20000.0,12.21,0.0,0.33
mphWbugZ-3IQg,BznAFhEY-Um5A,3i1uHMhS-HAOT,58.0,900000.0,Aluguel,18.0,N,28.0,Pagamento de débitos,C,19600.0,13.98,0.0,0.02
AaJDAYC2-AYH3,9omMSMuy-qTE8,noetFAWx-J22U,26.0,48000.0,Hipoteca,1.0,N,2.0,Empreendimento,B,4200.0,10.62,0.0,0.09
BXir6Kv8-ywqg,mOX6WoKg-oDoZ,AG97PwxZ-ZSx1,22.0,52584.0,Hipoteca,2.0,N,4.0,Pessoal,D,6400.0,14.54,0.0,0.12
F2UfloeA-IpdA,w9BksL6O-kMAA,mB0jitY0-NCLz,26.0,85000.0,Hipoteca,10.0,S,2.0,Melhora do lar,C,4800.0,11.59,0.0,0.06
HsRW52Ut-fAma,9s7L7okU-ZKLj,UrpIQX9b-jkT6,25.0,65004.0,Hipoteca,9.0,N,2.0,Médico,A,4500.0,6.92,0.0,0.07
3PRtZHqj-7mW7,aUdBByLx-DjDX,z12gs3dt-zoRg,33.0,63600.0,Hipoteca,,N,8.0,Pagamento de débitos,C,8500.0,13.23,0.0,0.13
SMDJtQEh-5LIF,Oxu9pMez-mEA1,tRkFBGr6-xcI6,29.0,,Hipoteca,11.0,N,2.0,Melhora do lar,C,,13.57,0.0,0.2
6R81GqEP-Zbe6,zSAf3bLK-ggln,qKhHy3Xa-f87O,26.0,32000.0,Hipoteca,10.0,N,3.0,Médico,D,15000.0,15.33,1.0,0.47
d4ZEFFFY-Blf0,K0rWdjlo-MmPj,vwmXqRlO-mDhS,28.0,41000.0,Aluguel,0.0,N,6.0,Empreendimento,B,3000.0,11.11,0.0,0.07
OsnlX2NC-5N3o,vskaP8HB-zrxf,tSwg10tq-etF5,30.0,96000.0,Hipoteca,8.0,N,7.0,Educativo,C,18000.0,13.49,0.0,0.19
ZB0XeM2o-nhFN,ZEmyai86-QqdL,9M6nN5el-iPUv,23.0,56100.0,Hipoteca,5.0,S,2.0,Médico,C,18000.0,14.22,1.0,0.27
wQzHFqG6-lP3G,9wSIXAIk-yoXW,jlQ1kHig-17ue,23.0,46852.0,Aluguel,3.0,N,2.0,Melhora do lar,B,6800.0,10.65,1.0,0.15
qoTv4GdH-N6QH,QrjeHx1E-sMgH,x8OdsZxO-t0Zr,27.0,79200.0,Própria,1.0,N,8.0,Melhora do lar,E,15000.0,17.14,0.0,0.19
J4JKPDty-Y2pa,hKv9zIaN-4lDZ,ji9j91ZS-1XhG,31.0,55000.0,Aluguel,6.0,S,9.0,Empreendimento,D,11000.0,,0.0,0.2
d4Pzjahe-kc1X,wugWFer0-xfeG,TyU2YI6O-5dBk,36.0,50000.0,Aluguel,6.0,N,15.0,Empreendimento,C,7200.0,13.98,0.0,0.14
cFjfjEYk-jG2i,F35rt41I-CLZW,3XbOa0ZK-JZyB,29.0,54000.0,Hipoteca,8.0,N,9.0,Pagamento de débitos,A,7500.0,7.49,1.0,0.14
lU7Gh3QW-3g5C,ZMUb0GCt-25Hu,e8cclfGj-lP2U,25.0,10008.0,Aluguel,,N,3.0,Empreendimento,A,1750.0,7.49,1.0,0.17
yptoi0FG-qFsT,JrikNHjA-FJt9,yoiQkpFn-iGKn,24.0,90000.0,Hipoteca,8.0,N,4.0,Pessoal,B,8000.0,9.91,0.0,0.09
WOveJl6S-wElM,rr9cxtJj-Trso,y4cAY1ZU-qWg8,22.0,35000.0,Aluguel,0.0,N,3.0,Pessoal,B,3600.0,11.83,0.0,0.1
4fKLgdC1-yF7m,oeJb3pPy-uh7M,NclfY3hT-6Aey,24.0,59000.0,Aluguel,2.0,N,2.0,Médico,E,16000.0,16.45,1.0,0.27
vjA5WhyJ-ya9S,J7Ytl2vD-8156,GFI7ShZT-3Ni3,33.0,99300.0,Hipoteca,11.0,N,7.0,Médico,A,7500.0,5.79,0.0,0.08
CQyknoGa-lI50,Znc5aChW-Zcos,4CjQZPU7-dwaA,23.0,69000.0,Aluguel,4.0,N,2.0,Pessoal,A,5000.0,7.49,1.0,0.07
njAilCY8-xmfL,WFjdBUnM-8GeY,KWnDHsco-GZNk,23.0,34780.0,Aluguel,5.0,N,4.0,Pessoal,D,7500.0,12.61,0.0,0.22
lmSdTk5R-twpS,Rnbnd4Wj-p4xx,MXO3gtz2-xtXk,24.0,85000.0,Hipoteca,4.0,N,4.0,Médico,C,10000.0,,0.0,0.12
5Q84Ydme-uXoa,xg7zY1hz-SuK2,hDtP5QoO-yJgS,23.0,49800.0,Aluguel,2.0,N,2.0,Pessoal,B,2400.0,11.83,0.0,0.05
E5urWGQ9-NXwu,tR9A3vQr-mjgi,zgjJ77Cf-5of6,33.0,80000.0,Hipoteca,1.0,N,10.0,Melhora do lar,A,6000.0,7.88,0.0,0.07
EkEzUFH3-JOX1,N2aKN5Wv-v83S,GO1xJlby-An76,21.0,60000.0,Hipoteca,2.0,N,2.0,Empreendimento,B,6000.0,10.62,0.0,0.1
DqDrBsqE-P1gf,WNSfdnAa-7LfL,WMC2lMK7-vAtJ,22.0,29000.0,Aluguel,7.0,N,2.0,Médico,B,9000.0,,1.0,0.31
w4ZAwL6M-Zrnn,lrFA39md-wuQT,Ggoirbpz-8QE2,24.0,50500.0,Aluguel,7.0,N,2.0,Melhora do lar,A,9600.0,,0.0,0.19
oHOzHUBF-ppxh,0hQe7YXa-jvmG,FX4yCjEv-mWsx,28.0,53000.0,Aluguel,11.0,N,9.0,Melhora do lar,C,5500.0,11.03,0.0,0.1
